# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       3     0.00000     0.26710     0.00000  -44.058281209  -44.080024208   -0.021743000
     1       3     0.00000     0.28194     0.00000  -44.058281101  -44.079206496   -0.020925395
     1       3     0.00000     0.29677     0.00000  -44.058282112  -44.078507967   -0.020225855
     1       3     0.00000     0.31161     0.00000  -44.058284211  -44.077967056   -0.019682845
     1       3     0.00000     0.32645     0.00000  -44.058287379  -44.077602712   -0.019315332
     1       3     0.00000     0.34129     0.00000  -44.058291523  -44.077397436   -0.019105913
     1       3     0.00000     0.35613     0.00000  -44.058296545  -44.077296593   -0.019000048
     1       3     0.00000     0.37097     0.00000  -44.058302305  -44.077242438   -0.018940133
     1       3     0.00000     0.38581     0.00000  -44.058308706  -44.077215116   -0.018906410
     1       3     0.00000     0.40065     0.00000  -44.058315572  -44.077216951   -0.018901380
     1       3     0.00000     0.41548     0.00000  -44.058322740  -44.077252128   -0.018929389
     1       3     0.00000     0.43032     0.00000  -44.058330105  -44.077325150   -0.018995045
     1       3     0.00000     0.44516     0.00000  -44.058337424  -44.077452215   -0.019114791
     1       3     0.00000     0.46000     0.00000  -44.058344586  -44.077679873   -0.019335287
     1       3     0.00000     0.47484     0.00000  -44.058351457  -44.078047282   -0.019695825
     1       3     0.00000     0.48968     0.00000  -44.058357888  -44.078545631   -0.020187743
     1       3     0.00000     0.50452     0.00000  -44.058363718  -44.079124964   -0.020761246
     1       3     0.00000     0.51935     0.00000  -44.058368840  -44.079720096   -0.021351256
     1       3     0.00000     0.53419     0.00000  -44.058373160  -44.080271390   -0.021898230
     1       3     0.00000     0.54903     0.00000  -44.058376641  -44.080734645   -0.022358004
     1       3     0.00000     0.56387     0.00000  -44.058379168  -44.081081041   -0.022701873
     1       3     0.00000     0.57871     0.00000  -44.058380695  -44.081294158   -0.022913463
     1       3     0.00000     0.59355     0.00000  -44.058381209  -44.081365947   -0.022984738
     1       3     0.02285     0.59355     0.00000  -44.058360937  -44.081388560   -0.023027624
     1       3     0.04569     0.59355     0.00000  -44.058300465  -44.081448638   -0.023148173
     1       3     0.06854     0.59355     0.00000  -44.058201131  -44.081395272   -0.023194141
     1       3     0.09138     0.59355     0.00000  -44.058065111  -44.080824882   -0.022759771
     1       3     0.11423     0.59355     0.00000  -44.057895156  -44.079472774   -0.021577618
     1       3     0.13707     0.59355     0.00000  -44.057694978  -44.077485902   -0.019790924
     1       3     0.15992     0.59355     0.00000  -44.057468863  -44.075253111   -0.017784248
     1       3     0.18277     0.59355     0.00000  -44.057221764  -44.073154450   -0.015932686
