  0.058750000  0.046250000  0.000000000       4
       1      37    5.608918953    5.224507842
       1      38    5.698439895    5.231642309
       1      39    5.804253605    5.336093085
       1      40    5.961489969    5.581672815
  0.058750000  0.171250000  0.000000000       4
       1      37    5.163159252    4.649494774
       1      38    5.424750324    5.044100706
       1      39    5.580934333    5.201545000
       1      40    5.719945815    5.233416076
  0.058750000  0.296250000  0.000000000       4
       1      37    5.175922304    4.671295371
       1      38    5.403946102    5.078216488
       1      39    5.677301107    5.240786246
       1      40    5.812495280    5.301681672
  0.058750000  0.421250000  0.000000000       4
       1      37    5.596651300    5.250036673
       1      38    5.692667764    5.213159548
       1      39    5.968452368    5.468435759
       1      40    6.056928400    5.610187134
  0.058750000 -0.453750000  0.000000000       4
       1      37    5.538645256    5.132472075
       1      38    5.645125284    5.231730084
       1      39    5.890791154    5.383264262
       1      40    5.988727682    5.540173208
  0.058750000 -0.328750000  0.000000000       4
       1      37    5.108412892    4.596586112
       1      38    5.364315619    5.035582114
       1      39    5.633097854    5.222753073
       1      40    5.810427287    5.282985964
  0.058750000 -0.203750000  0.000000000       4
       1      37    5.265582179    4.764535223
       1      38    5.495055387    5.088455132
       1      39    5.598103749    5.208461094
       1      40    5.695785882    5.184731785
  0.058750000 -0.078750000  0.000000000       4
       1      37    5.644060018    5.265120449
       1      38    5.773859369    5.303418793
       1      39    5.850515893    5.385125573
       1      40    5.864190681    5.485031028
  0.183750000  0.046250000  0.000000000       4
       1      37    5.154724425    4.634968737
       1      38    5.436572404    5.063661582
       1      39    5.570164563    5.194288087
       1      40    5.755129372    5.268571855
  0.183750000  0.171250000  0.000000000       4
       1      37    4.897290013    4.392257226
       1      38    5.220872477    4.833870140
       1      39    5.708903049    5.320617387
       1      40    5.866538568    5.366634571
  0.183750000  0.296250000  0.000000000       4
       1      37    5.239063837    4.811556071
       1      38    5.547995601    5.164606687
       1      39    5.977694880    5.677123694
       1      40    6.160677572    5.679826305
  0.183750000 -0.578750000  0.000000000       4
       1      37    5.222503576    4.939063387
       1      38    5.548630223    5.139441202
       1      39    6.286955355    5.875091673
       1      40    6.352918022    5.865188003
  0.183750000 -0.453750000  0.000000000       4
       1      37    5.137014969    4.679800149
       1      38    5.525407446    5.145364673
       1      39    5.891647494    5.580498253
       1      40    6.096460775    5.603613377
  0.183750000 -0.328750000  0.000000000       4
       1      37    4.921497137    4.419495842
       1      38    5.209601903    4.824103525
       1      39    5.657269865    5.267947100
       1      40    5.808863023    5.320588290
  0.183750000 -0.203750000  0.000000000       4
       1      37    5.212638383    4.693782974
       1      38    5.513183690    5.114279749
       1      39    5.566149935    5.194876485
       1      40    5.754778643    5.259304371
  0.183750000 -0.078750000  0.000000000       4
       1      37    5.372874551    4.897301167
       1      38    5.539256446    5.122671588
       1      39    5.605183632    5.196618479
       1      40    5.746388556    5.147013152
  0.308750000  0.046250000  0.000000000       4
       1      37    5.227093397    4.720417114
       1      38    5.427683840    5.118984045
       1      39    5.676577915    5.222422584
       1      40    5.791852969    5.284616123
  0.308750000  0.171250000  0.000000000       4
       1      37    5.266880559    4.834466801
       1      38    5.560396505    5.175566323
       1      39    5.978870308    5.675293511
       1      40    6.152315085    5.666889162
  0.308750000  0.296250000  0.000000000       4
       1      37    4.758071714    4.499390316
       1      38    5.346155579    4.956971112
       1      39    5.956370490    5.419041419
       1      40    6.299792986    5.895246036
  0.308750000 -0.578750000  0.000000000       4
       1      37    4.919813432    4.656207630
       1      38    5.399064609    5.006295073
       1      39    6.005488122    5.471646891
       1      40    6.304096542    5.898689006
  0.308750000 -0.453750000  0.000000000       4
       1      37    5.229629319    4.764499556
       1      38    5.561512244    5.190996600
       1      39    5.891662740    5.553799753
       1      40    6.063279349    5.562214060
  0.308750000 -0.328750000  0.000000000       4
       1      37    5.234519027    4.704674783
       1      38    5.425933871    5.163141481
       1      39    5.645899194    5.201720326
       1      40    5.746501589    5.207350150
  0.308750000 -0.203750000  0.000000000       4
       1      37    4.983530156    4.479669972
       1      38    5.255180294    4.880450667
       1      39    5.625319109    5.242375585
       1      40    5.812544331    5.307866004
  0.308750000 -0.078750000  0.000000000       4
       1      37    5.030745927    4.520811092
       1      38    5.304978053    4.949435972
       1      39    5.616216876    5.231014337
       1      40    5.835057485    5.306253314
  0.433750000  0.046250000  0.000000000       4
       1      37    5.618808679    5.312090887
       1      38    5.711049072    5.200919098
       1      39    5.959741274    5.447943169
       1      40    6.060174125    5.611790187
 -0.566250000  0.171250000  0.000000000       4
       1      37    5.290240755    4.994006487
       1      38    5.572666832    5.153105276
       1      39    6.259612087    5.874235886
       1      40    6.389077394    5.926978408
 -0.566250000  0.296250000  0.000000000       4
       1      37    4.987163711    4.721873624
       1      38    5.414561726    5.020945917
       1      39    6.017038949    5.485442438
       1      40    6.294459510    5.889832895
 -0.566250000  0.421250000  0.000000000       4
       1      37    5.402238964    5.088938554
       1      38    5.624267974    5.185382608
       1      39    6.209725620    5.818436538
       1      40    6.382510663    6.014761215
  0.433750000 -0.453750000  0.000000000       4
       1      37    5.616476564    5.355116294
       1      38    5.720004945    5.180324203
       1      39    5.859453931    5.333638692
       1      40    6.022162224    5.571212941
  0.433750000 -0.328750000  0.000000000       4
       1      37    5.279830042    4.801248317
       1      38    5.550221218    5.201639743
       1      39    5.848177639    5.448465772
       1      40    5.974581457    5.474897897
  0.433750000 -0.203750000  0.000000000       4
       1      37    5.036939685    4.558347088
       1      38    5.455975825    5.068354454
       1      39    5.854942654    5.526354452
       1      40    6.058343376    5.554180164
  0.433750000 -0.078750000  0.000000000       4
       1      37    5.388557696    4.913778926
       1      38    5.578176637    5.233010152
       1      39    5.849119316    5.392220587
       1      40    5.944133946    5.464015926
 -0.441250000  0.046250000  0.000000000       4
       1      37    5.542812520    5.165369724
       1      38    5.634934313    5.202497651
       1      39    5.842084712    5.315725906
       1      40    5.963076929    5.519447482
 -0.441250000  0.171250000  0.000000000       4
       1      37    5.108521971    4.636011332
       1      38    5.501609154    5.124568674
       1      39    5.863998791    5.531030756
       1      40    6.060131474    5.558144918
 -0.441250000  0.296250000  0.000000000       4
       1      37    5.174016086    4.698490122
       1      38    5.528175657    5.160893243
       1      39    5.862094700    5.509945118
       1      40    6.036958080    5.532282579
 -0.441250000  0.421250000  0.000000000       4
       1      37    5.596480605    5.333439432
       1      38    5.700302418    5.164547656
       1      39    5.811432772    5.278984145
       1      40    5.990686649    5.544196880
 -0.441250000  0.546250000  0.000000000       4
       1      37    5.541019058    5.201670893
       1      38    5.683611992    5.202200121
       1      39    6.122663741    5.692910812
       1      40    6.251362402    5.850403934
  0.558750000 -0.328750000  0.000000000       4
       1      37    5.092056118    4.801904133
       1      38    5.459015237    5.050338640
       1      39    6.103617756    5.591662052
       1      40    6.306109418    5.892803910
  0.558750000 -0.203750000  0.000000000       4
       1      37    5.172785151    4.877020970
       1      38    5.503660329    5.089438745
       1      39    6.201012013    5.722680073
       1      40    6.314090460    5.884362039
 -0.441250000 -0.078750000  0.000000000       4
       1      37    5.597063842    5.259726077
       1      38    5.706986329    5.208067710
       1      39    6.070114263    5.602434056
       1      40    6.157055522    5.724440064
 -0.316250000  0.046250000  0.000000000       4
       1      37    5.121580778    4.602201641
       1      38    5.379536329    5.069723624
       1      39    5.610279329    5.198834353
       1      40    5.801578834    5.265173159
 -0.316250000  0.171250000  0.000000000       4
       1      37    4.935864766    4.435329710
       1      38    5.210621763    4.824600488
       1      39    5.636086384    5.248073820
       1      40    5.773766742    5.293305317
 -0.316250000  0.296250000  0.000000000       4
       1      37    5.195055734    4.662984577
       1      38    5.417347677    5.154921925
       1      39    5.618262874    5.182335680
       1      40    5.760542303    5.214934187
 -0.316250000  0.421250000  0.000000000       4
       1      37    5.225209704    4.738035241
       1      38    5.509212015    5.160923829
       1      39    5.821801545    5.414119010
       1      40    5.952783875    5.449847183
 -0.316250000  0.546250000  0.000000000       4
       1      37    5.139814482    4.843495606
       1      38    5.462311520    5.053490780
       1      39    6.098621410    5.597341814
       1      40    6.282366035    5.869472042
 -0.316250000 -0.328750000  0.000000000       4
       1      37    4.602156120    4.343980602
       1      38    5.289226784    4.900970746
       1      39    5.915044096    5.377013160
       1      40    6.288918662    5.883796665
 -0.316250000 -0.203750000  0.000000000       4
       1      37    5.259662852    4.913487656
       1      38    5.499302144    5.088685323
       1      39    6.116504609    5.730588778
       1      40    6.251858291    5.778457542
 -0.316250000 -0.078750000  0.000000000       4
       1      37    5.228712729    4.734537716
       1      38    5.463873970    5.124896259
       1      39    5.762191950    5.318335314
       1      40    5.879946906    5.384144497
 -0.191250000  0.046250000  0.000000000       4
       1      37    5.304817816    4.802958870
