# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      38    -0.45363    -0.05861     0.00000    5.501609154    5.124568674   -0.377040480
     1      38    -0.45363     0.08977     0.00000    5.528175657    5.160893243   -0.367282415
     1      38    -0.45363     0.23816     0.00000    5.700302418    5.164547656   -0.535754762
     1      38    -0.45363     0.38655     0.00000    5.683611992    5.202200121   -0.481411871
     1      38     0.57443    -0.05861     0.00000    5.459015237    5.050338640   -0.408676597
     1      38     0.57443     0.08977     0.00000    5.503660329    5.089438745   -0.414221584
     1      38    -0.45363    -0.35539     0.00000    5.706986329    5.208067710   -0.498918618
     1      38    -0.32512    -0.13281     0.00000    5.379536329    5.069723624   -0.309812705
     1      38    -0.32512     0.01558     0.00000    5.210621763    4.824600488   -0.386021276
     1      38    -0.32512     0.16397     0.00000    5.417347677    5.154921925   -0.262425752
     1      38    -0.32512     0.31235     0.00000    5.509212015    5.160923829   -0.348288186
     1      38    -0.32512     0.46074     0.00000    5.462311520    5.053490780   -0.408820740
     1      38    -0.32512    -0.57797     0.00000    5.289226784    4.900970746   -0.388256038
     1      38    -0.32512    -0.42958     0.00000    5.499302144    5.088685323   -0.410616820
     1      38    -0.32512    -0.28119     0.00000    5.463873970    5.124896259   -0.338977711
     1      38    -0.19662    -0.05861     0.00000    5.533584989    5.120911432   -0.412673557
     1      38    -0.19662     0.08977     0.00000    5.541188028    5.126589099   -0.414598929
     1      38    -0.19662     0.23816     0.00000    5.260763076    4.885063748   -0.375699328
     1      38    -0.19662     0.38655     0.00000    5.414101258    5.026903134   -0.387198124
     1      38    -0.19662     0.53494     0.00000    5.524125371    5.102067995   -0.422057377
     1      38    -0.19662    -0.50377     0.00000    5.516852640    5.100412465   -0.416440175
     1      38    -0.19662    -0.35539     0.00000    5.316428050    4.926986996   -0.389441055
     1      38    -0.19662    -0.20700     0.00000    5.326401720    4.963046752   -0.363354967
     1      38    -0.06811     0.01558     0.00000    5.815952461    5.347179312   -0.468773149
     1      38    -0.06811     0.16397     0.00000    5.559254743    5.147633957   -0.411620786
     1      38    -0.06811     0.31235     0.00000    5.330466938    4.986718583   -0.343748355
     1      38    -0.06811     0.46074     0.00000    5.558084109    5.217433672   -0.340650437
     1      38    -0.06811    -0.57797     0.00000    5.720973439    5.209679886   -0.511293553
     1      38    -0.06811    -0.42958     0.00000    5.485064509    5.153279343   -0.331785166
     1      38    -0.06811    -0.28119     0.00000    5.345858565    4.993613814   -0.352244751
     1      38    -0.06811    -0.13281     0.00000    5.588207121    5.178845078   -0.409362043
     1      39     0.06040     0.08977     0.00000    5.804253605    5.336093085   -0.468160520
     1      39     0.06040     0.23816     0.00000    5.580934333    5.201545000   -0.379389333
     1      39     0.06040     0.38655     0.00000    5.677301107    5.240786246   -0.436514861
     1      39     0.06040     0.53494     0.00000    5.968452368    5.468435759   -0.500016609
     1      39     0.06040    -0.50377     0.00000    5.890791154    5.383264262   -0.507526893
     1      39     0.06040    -0.35539     0.00000    5.633097854    5.222753073   -0.410344781
     1      39     0.06040    -0.20700     0.00000    5.598103749    5.208461094   -0.389642655
     1      39     0.06040    -0.05861     0.00000    5.850515893    5.385125573   -0.465390320
     1      39     0.18891     0.16397     0.00000    5.570164563    5.194288087   -0.375876477
     1      39     0.18891     0.31235     0.00000    5.708903049    5.320617387   -0.388285662
     1      39     0.18891     0.46074     0.00000    5.977694880    5.677123694   -0.300571186
     1      39     0.18891    -0.57797     0.00000    6.286955355    5.875091673   -0.411863682
     1      39     0.18891    -0.42958     0.00000    5.891647494    5.580498253   -0.311149241
     1      39     0.18891    -0.28119     0.00000    5.657269865    5.267947100   -0.389322766
     1      39     0.18891    -0.13281     0.00000    5.566149935    5.194876485   -0.371273450
     1      39     0.18891     0.01558     0.00000    5.605183632    5.196618479   -0.408565153
     1      39     0.31741     0.23816     0.00000    5.676577915    5.222422584   -0.454155331
     1      39     0.31741     0.38655     0.00000    5.978870308    5.675293511   -0.303576798
     1      39     0.31741     0.53494     0.00000    5.956370490    5.419041419   -0.537329071
     1      39     0.31741    -0.50377     0.00000    6.005488122    5.471646891   -0.533841231
