# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.05830933E+01  -1.02572254E+01   3.25867860E-01
# Error est. for CH(vbm) CH(cbm) diff =   7.95308758E-01   8.95153800E-01   9.98450412E-02
#    Nb          CH(vbm)          CH(cbm)             diff
     25  -2.86683738E+00  -2.40725463E+00   4.59582753E-01
     26  -2.97049602E+00  -2.49788052E+00   4.72615493E-01
     27  -3.10519106E+00  -2.60947042E+00   4.95720640E-01
     28  -3.23817247E+00  -2.69364705E+00   5.44525421E-01
     29  -3.43020286E+00  -2.79722915E+00   6.32973706E-01
     30  -3.57878618E+00  -2.89460627E+00   6.84179907E-01
     31  -3.70574767E+00  -3.00087840E+00   7.04869271E-01
     32  -3.85070330E+00  -3.11083437E+00   7.39868924E-01
     33  -4.04197774E+00  -3.24767629E+00   7.94301448E-01
     34  -4.24721926E+00  -3.47317381E+00   7.74045456E-01
     35  -4.49304796E+00  -3.86903702E+00   6.24010941E-01
     36  -6.74665952E+00  -4.25887867E+00   2.48778084E+00
     37  -7.03756085E+00  -5.67935033E+00   1.35821052E+00
     38  -7.36877528E+00  -6.37717415E+00   9.91601125E-01
     39  -7.63958105E+00  -6.87453416E+00   7.65046893E-01
     40  -7.94731113E+00  -7.35443900E+00   5.92872130E-01
     41  -8.04962267E+00  -7.47090764E+00   5.78715028E-01
     42  -8.15670246E+00  -7.60465773E+00   5.52044729E-01
     43  -8.21962791E+00  -7.65516779E+00   5.64460124E-01
     44  -8.27654257E+00  -7.69641263E+00   5.80129939E-01
     45  -8.29438918E+00  -7.76657674E+00   5.27812435E-01
     46  -8.36675692E+00  -7.82574310E+00   5.41013816E-01
     47  -8.38754948E+00  -7.87864337E+00   5.08906112E-01
     48  -8.42618739E+00  -7.92669931E+00   4.99488084E-01
     49  -8.47923036E+00  -7.97398680E+00   5.05243561E-01
     50  -8.50806055E+00  -8.00896108E+00   4.99099475E-01
     51  -8.53359621E+00  -8.03768614E+00   4.95910070E-01
     52  -8.56623102E+00  -8.07690316E+00   4.89327861E-01
     53  -8.59601476E+00  -8.11128589E+00   4.84728867E-01
     54  -8.63011184E+00  -8.14801106E+00   4.82100773E-01
     55  -8.67171424E+00  -8.19156556E+00   4.80148672E-01
     56  -8.70559741E+00  -8.23093258E+00   4.74664827E-01
     57  -8.72495613E+00  -8.26757659E+00   4.57379537E-01
     58  -8.75250661E+00  -8.30793931E+00   4.44567302E-01
     59  -8.78803169E+00  -8.34970143E+00   4.38330265E-01
     60  -8.82221345E+00  -8.38390443E+00   4.38309020E-01
     61  -8.84766688E+00  -8.41636043E+00   4.31306446E-01
     62  -8.88638668E+00  -8.44944993E+00   4.36936744E-01
     63  -8.90816998E+00  -8.48138742E+00   4.26782554E-01
     64  -8.94008644E+00  -8.50971048E+00   4.30375962E-01
     65  -8.96130162E+00  -8.53667657E+00   4.24625048E-01
     66  -8.98220545E+00  -8.55739869E+00   4.24806766E-01
     67  -9.00609735E+00  -8.58016748E+00   4.25929863E-01
     68  -9.02211721E+00  -8.60194463E+00   4.20172571E-01
     69  -9.03963933E+00  -8.62519730E+00   4.14442032E-01
     70  -9.05983479E+00  -8.64415849E+00   4.15676295E-01
     71  -9.08157946E+00  -8.66411322E+00   4.17466239E-01
     72  -9.10795796E+00  -8.68627821E+00   4.21679748E-01
     73  -9.12425783E+00  -8.70189279E+00   4.22365039E-01
     74  -9.14367732E+00  -8.71649092E+00   4.27186405E-01
     75  -9.16449522E+00  -8.73156276E+00   4.32932463E-01
     76  -9.18392745E+00  -8.74641582E+00   4.37511635E-01
     77  -9.20253043E+00  -8.76086957E+00   4.41660860E-01
     78  -9.21813771E+00  -8.77627456E+00   4.41863150E-01
     79  -9.23433829E+00  -8.78916170E+00   4.45176586E-01
     80  -9.25170345E+00  -8.80505637E+00   4.46647078E-01
     81  -9.26586332E+00  -8.81886197E+00   4.47001355E-01
     82  -9.27887680E+00  -8.83183893E+00   4.47037867E-01
     83  -9.29167500E+00  -8.84495930E+00   4.46715708E-01
     84  -9.30963306E+00  -8.86014391E+00   4.49489145E-01
     85  -9.32528282E+00  -8.87354919E+00   4.51733629E-01
     86  -9.34140506E+00  -8.88841325E+00   4.52991809E-01
     87  -9.35712377E+00  -8.90151675E+00   4.55607020E-01
     88  -9.37081797E+00  -8.91408575E+00   4.56732220E-01
     89  -9.38434811E+00  -8.92745081E+00   4.56897294E-01
     90  -9.39727281E+00  -8.93968253E+00   4.57590278E-01
     91  -9.41035165E+00  -8.95244465E+00   4.57907004E-01
     92  -9.42541768E+00  -8.96735981E+00   4.58057869E-01
     93  -9.43979447E+00  -8.98100114E+00   4.58793330E-01
     94  -9.45502367E+00  -8.99338307E+00   4.61640599E-01
     95  -9.46692389E+00  -9.00535618E+00   4.61567710E-01
     96  -9.48079068E+00  -9.01825757E+00   4.62533108E-01
     97  -9.49580886E+00  -9.03173319E+00   4.64075673E-01
     98  -9.50783248E+00  -9.04410938E+00   4.63723104E-01
     99  -9.51930717E+00  -9.05712182E+00   4.62185357E-01
    100  -9.53204763E+00  -9.07130551E+00   4.60742120E-01
    101  -9.54211599E+00  -9.08479905E+00   4.57316947E-01
    102  -9.55353626E+00  -9.09906772E+00   4.54468543E-01
    103  -9.56443246E+00  -9.11178536E+00   4.52647095E-01
    104  -9.57679542E+00  -9.12470011E+00   4.52095302E-01
    105  -9.58677694E+00  -9.13576291E+00   4.51014032E-01
    106  -9.59774212E+00  -9.14722888E+00   4.50513238E-01
    107  -9.60887561E+00  -9.15796742E+00   4.50908190E-01
    108  -9.61906341E+00  -9.16806733E+00   4.50996073E-01
    109  -9.63171562E+00  -9.17925786E+00   4.52457761E-01
    110  -9.64196680E+00  -9.18977729E+00   4.52189512E-01
    111  -9.65401680E+00  -9.19999089E+00   4.54025904E-01
    112  -9.66355120E+00  -9.20992937E+00   4.53621832E-01
    113  -9.67310365E+00  -9.21945529E+00   4.53648365E-01
    114  -9.68277977E+00  -9.22874520E+00   4.54034563E-01
    115  -9.69103446E+00  -9.23766963E+00   4.53364833E-01
    116  -9.70072084E+00  -9.24696880E+00   4.53752039E-01
    117  -9.70907213E+00  -9.25577362E+00   4.53298506E-01
    118  -9.71724129E+00  -9.26451128E+00   4.52730013E-01
    119  -9.72681953E+00  -9.27321135E+00   4.53608174E-01
    120  -9.73539861E+00  -9.28287702E+00   4.52521591E-01
    121  -9.74539464E+00  -9.29267220E+00   4.52722433E-01
    122  -9.75560332E+00  -9.30321764E+00   4.52385681E-01
    123  -9.76490892E+00  -9.31282499E+00   4.52083925E-01
    124  -9.77421653E+00  -9.32188072E+00   4.52335815E-01
    125  -9.78293174E+00  -9.32992334E+00   4.53008399E-01
    126  -9.79093195E+00  -9.33859290E+00   4.52339052E-01
    127  -9.80228751E+00  -9.34777285E+00   4.54514656E-01
    128  -9.81092237E+00  -9.35668661E+00   4.54235764E-01
    129  -9.81849548E+00  -9.36509187E+00   4.53403609E-01
    130  -9.82651360E+00  -9.37376042E+00   4.52753181E-01
    131  -9.83331263E+00  -9.38228402E+00   4.51028610E-01
    132  -9.84202390E+00  -9.39086930E+00   4.51154592E-01
    133  -9.84987951E+00  -9.39826460E+00   4.51614912E-01
    134  -9.85750084E+00  -9.40684986E+00   4.50650981E-01
    135  -9.86438523E+00  -9.41383472E+00   4.50550511E-01
    136  -9.87262457E+00  -9.42143970E+00   4.51184862E-01
    137  -9.88018204E+00  -9.42866622E+00   4.51515823E-01
    138  -9.88741056E+00  -9.43651652E+00   4.50894037E-01
    139  -9.89534393E+00  -9.44484048E+00   4.50503445E-01
    140  -9.90206737E+00  -9.45198437E+00   4.50083000E-01
    141  -9.91014450E+00  -9.46013542E+00   4.50009082E-01
    142  -9.91711964E+00  -9.46771400E+00   4.49405642E-01
    143  -9.92554602E+00  -9.47548892E+00   4.50057102E-01
    144  -9.93301706E+00  -9.48259541E+00   4.50421643E-01
    145  -9.94157300E+00  -9.49017521E+00   4.51397788E-01
    146  -9.94808768E+00  -9.49698685E+00   4.51100824E-01
    147  -9.95492193E+00  -9.50415233E+00   4.50769596E-01
    148  -9.96185010E+00  -9.51138311E+00   4.50466994E-01
    149  -9.96977208E+00  -9.51849981E+00   4.51272263E-01
    150  -9.97619102E+00  -9.52465882E+00   4.51532205E-01
    151  -9.98246967E+00  -9.53156185E+00   4.50907822E-01
    152  -9.98880456E+00  -9.53882719E+00   4.49977367E-01
    153  -9.99561388E+00  -9.54523885E+00   4.50375033E-01
    154  -1.00017954E+01  -9.55162509E+00   4.50170351E-01
    155  -1.00076818E+01  -9.55818363E+00   4.49498214E-01
    156  -1.00137530E+01  -9.56491655E+00   4.48836404E-01
    157  -1.00205648E+01  -9.57147734E+00   4.49087437E-01
    158  -1.00267362E+01  -9.57810936E+00   4.48626839E-01
    159  -1.00328555E+01  -9.58512326E+00   4.47732268E-01
    160  -1.00387769E+01  -9.59113555E+00   4.47641326E-01
    161  -1.00444436E+01  -9.59739979E+00   4.47043828E-01
    162  -1.00517143E+01  -9.60386768E+00   4.47846619E-01
    163  -1.00576119E+01  -9.61039439E+00   4.47217505E-01
    164  -1.00635896E+01  -9.61659486E+00   4.46994704E-01
    165  -1.00697808E+01  -9.62270732E+00   4.47073491E-01
    166  -1.00789129E+01  -9.63006089E+00   4.48851960E-01
    167  -1.00848869E+01  -9.63612532E+00   4.48761580E-01
    168  -1.00901652E+01  -9.64162567E+00   4.48539486E-01
    169  -1.00962653E+01  -9.64736232E+00   4.48902932E-01
    170  -1.01014211E+01  -9.65271460E+00   4.48706517E-01
    171  -1.01070450E+01  -9.65812132E+00   4.48923651E-01
    172  -1.01125474E+01  -9.66342688E+00   4.49120556E-01
    173  -1.01183538E+01  -9.66912565E+00   4.49228096E-01
    174  -1.01244226E+01  -9.67485140E+00   4.49571230E-01
    175  -1.01296949E+01  -9.68032430E+00   4.49370581E-01
    176  -1.01354702E+01  -9.68649326E+00   4.48976910E-01
    177  -1.01404389E+01  -9.69176812E+00   4.48670743E-01
    178  -1.01468537E+01  -9.69785610E+00   4.48997641E-01
    179  -1.01521265E+01  -9.70334782E+00   4.48778637E-01
    180  -1.01571657E+01  -9.70861550E+00   4.48550217E-01
    181  -1.01637909E+01  -9.71396648E+00   4.49824381E-01
    182  -1.01693237E+01  -9.71951976E+00   4.49803958E-01
    183  -1.01746820E+01  -9.72497971E+00   4.49702252E-01
    184  -1.01801554E+01  -9.73072042E+00   4.49435013E-01
    185  -1.01860188E+01  -9.73609310E+00   4.49925724E-01
    186  -1.01917794E+01  -9.74130112E+00   4.50478236E-01
    187  -1.01966099E+01  -9.74651565E+00   4.50094259E-01
    188  -1.02008681E+01  -9.75094891E+00   4.49919207E-01
    189  -1.02059704E+01  -9.75605117E+00   4.49919212E-01
    190  -1.02103988E+01  -9.76117872E+00   4.49220118E-01
    191  -1.02145293E+01  -9.76595472E+00   4.48574558E-01
    192  -1.02190708E+01  -9.77073766E+00   4.48333139E-01
    193  -1.02230424E+01  -9.77572162E+00   4.47320764E-01
    194  -1.02276205E+01  -9.78097447E+00   4.46646001E-01
    195  -1.02325923E+01  -9.78623856E+00   4.46353794E-01
    196  -1.02374576E+01  -9.79091237E+00   4.46545202E-01
    197  -1.02417420E+01  -9.79522623E+00   4.46515762E-01
    198  -1.02458867E+01  -9.79983882E+00   4.46047932E-01
    199  -1.02497083E+01  -9.80423501E+00   4.45473297E-01
# k =   0.333333   0.333333   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.15030120E+01  -1.00519364E+01   1.45107567E+00
# Error est. for CH(vbm) CH(cbm) diff =   9.18963125E-01   8.24642483E-01  -9.43206422E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.28564221E-05  -1.97369285E-02  -1.97140721E-02
      2  -1.08585604E-01  -1.97438689E-02   8.88417346E-02
      3  -1.20415304E-01  -1.97440014E-02   1.00671303E-01
      4  -1.29838089E-01  -1.97445811E-02   1.10093508E-01
      5  -1.42090537E-01  -1.97452208E-02   1.22345316E-01
      6  -1.52624496E-01  -1.97459994E-02   1.32878497E-01
      7  -1.58264531E-01  -1.97463474E-02   1.38518183E-01
      8  -1.61647123E-01  -1.97468829E-02   1.41900240E-01
      9  -1.67416329E-01  -1.97472522E-02   1.47669076E-01
     10  -1.72494096E-01  -1.97475862E-02   1.52746510E-01
     11  -1.76575520E-01  -1.97476824E-02   1.56827838E-01
     12  -1.80529915E-01  -1.97479580E-02   1.60781957E-01
     13  -1.81651450E-01  -6.62223446E-01  -4.80571996E-01
     14  -1.82938480E-01  -1.02876185E+00  -8.45823370E-01
     15  -1.84181060E-01  -1.40547791E+00  -1.22129685E+00
     16  -7.95139615E-01  -1.40551808E+00  -6.10378463E-01
     17  -1.40598761E+00  -1.40556065E+00   4.26955944E-04
     18  -2.50623309E+00  -1.40557515E+00   1.10065795E+00
     19  -2.50794235E+00  -1.52278337E+00   9.85158980E-01
     20  -2.55826197E+00  -1.54460322E+00   1.01365874E+00
     21  -2.65470765E+00  -1.55882936E+00   1.09587828E+00
     22  -2.75037352E+00  -1.56175578E+00   1.18861774E+00
     23  -2.75315317E+00  -1.88126113E+00   8.71892037E-01
     24  -2.86022421E+00  -1.97217671E+00   8.88047503E-01
     25  -2.99563360E+00  -2.07172616E+00   9.23907442E-01
     26  -3.08490297E+00  -2.18931847E+00   8.95584504E-01
     27  -3.20259831E+00  -2.35802070E+00   8.44577611E-01
     28  -3.31653985E+00  -2.39589491E+00   9.20644941E-01
     29  -3.48931095E+00  -2.43317985E+00   1.05613110E+00
     30  -3.60821671E+00  -2.49945650E+00   1.10876021E+00
     31  -3.70820743E+00  -2.59961682E+00   1.10859060E+00
     32  -3.82985226E+00  -2.64796402E+00   1.18188824E+00
     33  -3.97960480E+00  -2.75345177E+00   1.22615303E+00
     34  -4.11510753E+00  -3.08637702E+00   1.02873051E+00
     35  -4.27610067E+00  -3.85390006E+00   4.22200616E-01
     36  -6.80920754E+00  -3.94106944E+00   2.86813811E+00
     37  -7.17273462E+00  -5.77776229E+00   1.39497233E+00
     38  -7.57459128E+00  -6.14400356E+00   1.43058772E+00
     39  -7.92694025E+00  -6.59330182E+00   1.33363843E+00
     40  -8.32890653E+00  -7.03705249E+00   1.29185403E+00
     41  -8.44563357E+00  -7.09701442E+00   1.34861915E+00
     42  -8.56737337E+00  -7.15600174E+00   1.41137164E+00
     43  -8.62562192E+00  -7.16938911E+00   1.45623282E+00
     44  -8.66775379E+00  -7.18084648E+00   1.48690731E+00
     45  -8.68507290E+00  -7.27569149E+00   1.40938141E+00
     46  -8.76273185E+00  -7.30238221E+00   1.46034965E+00
     47  -8.78370105E+00  -7.36696698E+00   1.41673407E+00
     48  -8.82095205E+00  -7.39806098E+00   1.42289107E+00
     49  -8.87626677E+00  -7.42526886E+00   1.45099791E+00
     50  -8.90504249E+00  -7.46201007E+00   1.44303242E+00
     51  -8.92943810E+00  -7.49663229E+00   1.43280581E+00
     52  -8.96081570E+00  -7.53961631E+00   1.42119938E+00
     53  -8.98834622E+00  -7.57687828E+00   1.41146793E+00
     54  -9.01758644E+00  -7.60952680E+00   1.40805964E+00
     55  -9.05407211E+00  -7.65267042E+00   1.40140169E+00
     56  -9.08511873E+00  -7.69271558E+00   1.39240315E+00
     57  -9.10220333E+00  -7.74804031E+00   1.35416302E+00
     58  -9.12705366E+00  -7.79883193E+00   1.32822173E+00
     59  -9.16309013E+00  -7.84302750E+00   1.32006263E+00
     60  -9.19757484E+00  -7.87867098E+00   1.31890386E+00
     61  -9.22079988E+00  -7.91284405E+00   1.30795583E+00
     62  -9.25812605E+00  -7.93579236E+00   1.32233369E+00
     63  -9.27592653E+00  -7.96680978E+00   1.30911676E+00
     64  -9.30487435E+00  -7.98569011E+00   1.31918423E+00
     65  -9.32355375E+00  -8.01263375E+00   1.31092000E+00
     66  -9.34197329E+00  -8.03081207E+00   1.31116122E+00
     67  -9.36422706E+00  -8.04955496E+00   1.31467210E+00
     68  -9.37895054E+00  -8.07152724E+00   1.30742330E+00
     69  -9.39513914E+00  -8.09431794E+00   1.30082120E+00
     70  -9.41297390E+00  -8.11049105E+00   1.30248285E+00
     71  -9.43258233E+00  -8.12885231E+00   1.30373002E+00
     72  -9.45853514E+00  -8.14849588E+00   1.31003926E+00
     73  -9.47342210E+00  -8.16328288E+00   1.31013922E+00
     74  -9.49134900E+00  -8.17245033E+00   1.31889867E+00
     75  -9.51041252E+00  -8.18323228E+00   1.32718024E+00
     76  -9.52882673E+00  -8.19352170E+00   1.33530503E+00
     77  -9.54631499E+00  -8.20451816E+00   1.34179683E+00
     78  -9.56076143E+00  -8.21759143E+00   1.34317000E+00
     79  -9.57488917E+00  -8.22805220E+00   1.34683697E+00
     80  -9.59043565E+00  -8.23968871E+00   1.35074694E+00
     81  -9.60265003E+00  -8.25403828E+00   1.34861175E+00
     82  -9.61433055E+00  -8.26645425E+00   1.34787630E+00
     83  -9.62555239E+00  -8.27915707E+00   1.34639531E+00
     84  -9.64272991E+00  -8.29092250E+00   1.35180741E+00
     85  -9.65686029E+00  -8.30334199E+00   1.35351830E+00
     86  -9.67243612E+00  -8.31694242E+00   1.35549370E+00
     87  -9.68674564E+00  -8.32953606E+00   1.35720958E+00
     88  -9.69880064E+00  -8.34183706E+00   1.35696358E+00
     89  -9.71206498E+00  -8.35450557E+00   1.35755941E+00
     90  -9.72369614E+00  -8.36663806E+00   1.35705808E+00
     91  -9.73617710E+00  -8.38066423E+00   1.35551286E+00
     92  -9.75074154E+00  -8.39598363E+00   1.35475792E+00
     93  -9.76476336E+00  -8.40925917E+00   1.35550419E+00
     94  -9.77941554E+00  -8.42180771E+00   1.35760783E+00
     95  -9.79092540E+00  -8.43629418E+00   1.35463122E+00
     96  -9.80454958E+00  -8.44867676E+00   1.35587282E+00
     97  -9.81932367E+00  -8.46277169E+00   1.35655198E+00
     98  -9.83138302E+00  -8.47695290E+00   1.35443013E+00
     99  -9.84211096E+00  -8.49023442E+00   1.35187654E+00
    100  -9.85485971E+00  -8.50915315E+00   1.34570657E+00
    101  -9.86421887E+00  -8.52594233E+00   1.33827653E+00
    102  -9.87557550E+00  -8.54513776E+00   1.33043773E+00
    103  -9.88666572E+00  -8.56109721E+00   1.32556851E+00
    104  -9.89856843E+00  -8.57574656E+00   1.32282187E+00
    105  -9.90868861E+00  -8.58948150E+00   1.31920711E+00
    106  -9.91911335E+00  -8.60132934E+00   1.31778401E+00
    107  -9.92976855E+00  -8.61102137E+00   1.31874719E+00
    108  -9.93960018E+00  -8.62054689E+00   1.31905329E+00
    109  -9.95194931E+00  -8.63060222E+00   1.32134709E+00
    110  -9.96180685E+00  -8.64256521E+00   1.31924164E+00
    111  -9.97364268E+00  -8.65212573E+00   1.32151695E+00
    112  -9.98291330E+00  -8.66279748E+00   1.32011583E+00
    113  -9.99245211E+00  -8.67199812E+00   1.32045400E+00
    114  -1.00020644E+01  -8.68096726E+00   1.32109711E+00
    115  -1.00096742E+01  -8.68902987E+00   1.32064430E+00
    116  -1.00190326E+01  -8.69804478E+00   1.32098785E+00
    117  -1.00272770E+01  -8.70654048E+00   1.32073654E+00
    118  -1.00351021E+01  -8.71596395E+00   1.31913814E+00
    119  -1.00452187E+01  -8.72384339E+00   1.32137528E+00
    120  -1.00535021E+01  -8.73355739E+00   1.31994467E+00
    121  -1.00636672E+01  -8.74288888E+00   1.32077830E+00
    122  -1.00735915E+01  -8.75327371E+00   1.32031775E+00
    123  -1.00829142E+01  -8.76390750E+00   1.31900668E+00
    124  -1.00924213E+01  -8.77265419E+00   1.31976714E+00
    125  -1.01013712E+01  -8.78045748E+00   1.32091370E+00
    126  -1.01090343E+01  -8.79116947E+00   1.31786487E+00
    127  -1.01215176E+01  -8.79847994E+00   1.32303764E+00
    128  -1.01301616E+01  -8.80769492E+00   1.32246672E+00
    129  -1.01374536E+01  -8.81687685E+00   1.32057675E+00
    130  -1.01455991E+01  -8.82573071E+00   1.31986836E+00
    131  -1.01522678E+01  -8.83517733E+00   1.31709047E+00
    132  -1.01612355E+01  -8.84292999E+00   1.31830546E+00
    133  -1.01691664E+01  -8.84881448E+00   1.32035193E+00
    134  -1.01769732E+01  -8.85759949E+00   1.31937373E+00
    135  -1.01838576E+01  -8.86350979E+00   1.32034783E+00
    136  -1.01922028E+01  -8.87013473E+00   1.32206811E+00
    137  -1.01998522E+01  -8.87669291E+00   1.32315928E+00
    138  -1.02069257E+01  -8.88467691E+00   1.32224877E+00
    139  -1.02150565E+01  -8.89225327E+00   1.32280319E+00
    140  -1.02216669E+01  -8.89911772E+00   1.32254923E+00
    141  -1.02300498E+01  -8.90644848E+00   1.32360134E+00
    142  -1.02371676E+01  -8.91470817E+00   1.32245944E+00
    143  -1.02461221E+01  -8.92170339E+00   1.32441868E+00
    144  -1.02538729E+01  -8.92849576E+00   1.32537719E+00
    145  -1.02630274E+01  -8.93477809E+00   1.32824927E+00
    146  -1.02696569E+01  -8.94169801E+00   1.32795886E+00
    147  -1.02767975E+01  -8.94884135E+00   1.32795614E+00
    148  -1.02838908E+01  -8.95699293E+00   1.32689787E+00
    149  -1.02924238E+01  -8.96286335E+00   1.32956046E+00
    150  -1.02987848E+01  -8.96857394E+00   1.33021089E+00
    151  -1.03055373E+01  -8.97595538E+00   1.32958196E+00
    152  -1.03119444E+01  -8.98358316E+00   1.32836126E+00
    153  -1.03190350E+01  -8.98919390E+00   1.32984115E+00
    154  -1.03254810E+01  -8.99528546E+00   1.33019550E+00
    155  -1.03312709E+01  -9.00147639E+00   1.32979450E+00
    156  -1.03374364E+01  -9.00882455E+00   1.32861185E+00
    157  -1.03447349E+01  -9.01550885E+00   1.32922606E+00
    158  -1.03509669E+01  -9.02203002E+00   1.32893687E+00
    159  -1.03568994E+01  -9.02963481E+00   1.32726459E+00
    160  -1.03629437E+01  -9.03500388E+00   1.32793978E+00
    161  -1.03686512E+01  -9.04080095E+00   1.32785020E+00
    162  -1.03765033E+01  -9.04600031E+00   1.33050300E+00
    163  -1.03820869E+01  -9.05131602E+00   1.33077083E+00
    164  -1.03878979E+01  -9.05678988E+00   1.33110800E+00
    165  -1.03944152E+01  -9.06191564E+00   1.33249954E+00
    166  -1.04056007E+01  -9.06827084E+00   1.33732989E+00
    167  -1.04119952E+01  -9.07371866E+00   1.33827652E+00
    168  -1.04171295E+01  -9.07825681E+00   1.33887274E+00
    169  -1.04234588E+01  -9.08337644E+00   1.34008234E+00
    170  -1.04285532E+01  -9.08854868E+00   1.34000453E+00
    171  -1.04342811E+01  -9.09297176E+00   1.34130937E+00
    172  -1.04400017E+01  -9.09781592E+00   1.34218582E+00
    173  -1.04462169E+01  -9.10301122E+00   1.34320565E+00
    174  -1.04526328E+01  -9.10779537E+00   1.34483743E+00
    175  -1.04579661E+01  -9.11316983E+00   1.34479630E+00
    176  -1.04642203E+01  -9.11933537E+00   1.34488492E+00
    177  -1.04693672E+01  -9.12495056E+00   1.34441669E+00
    178  -1.04763661E+01  -9.13014081E+00   1.34622529E+00
    179  -1.04817810E+01  -9.13509437E+00   1.34668666E+00
    180  -1.04870472E+01  -9.14024828E+00   1.34679896E+00
    181  -1.04947077E+01  -9.14405909E+00   1.35064860E+00
    182  -1.05005048E+01  -9.14868627E+00   1.35181850E+00
    183  -1.05062282E+01  -9.15343605E+00   1.35279213E+00
    184  -1.05120174E+01  -9.15836663E+00   1.35365077E+00
    185  -1.05181073E+01  -9.16277191E+00   1.35533539E+00
    186  -1.05242639E+01  -9.16698265E+00   1.35728127E+00
    187  -1.05293369E+01  -9.17231383E+00   1.35702305E+00
    188  -1.05336713E+01  -9.17610663E+00   1.35756467E+00
    189  -1.05392995E+01  -9.18090307E+00   1.35839643E+00
    190  -1.05438286E+01  -9.18604646E+00   1.35778215E+00
    191  -1.05479551E+01  -9.19053675E+00   1.35741835E+00
    192  -1.05524935E+01  -9.19498797E+00   1.35750552E+00
    193  -1.05563238E+01  -9.19995990E+00   1.35636389E+00
    194  -1.05610668E+01  -9.20493031E+00   1.35613653E+00
    195  -1.05662867E+01  -9.21032712E+00   1.35595956E+00
    196  -1.05715688E+01  -9.21412378E+00   1.35744498E+00
    197  -1.05759956E+01  -9.21809736E+00   1.35789821E+00
    198  -1.05802864E+01  -9.22274243E+00   1.35754398E+00
    199  -1.05840489E+01  -9.22729388E+00   1.35675503E+00
